2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.ArticleActivity,739,343,37
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.BinaryReader,134,18,2
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.DefinitionView,80,9,5
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.DelayedScrollView,75,8,4
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.Hats,82,0,0
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.Language,47,0,0
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.LanguageDatabaseHelper,102,10,5
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.LanguageList,145,6,6
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.LanguagesActivity,27,0,0
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.LanguagesAdapter,279,49,10
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.MenuHelper,205,34,20
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.PreferenceActivity,178,7,19
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.PreferenceAdapter,162,39,7
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.ReferenceSpan,53,0,4
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.SearchActivity,260,50,18
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.SearchResultData,250,0,10
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.SearchResult,55,0,0
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.SelectedLanguages,87,0,4
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.SelectLanguageActivity,171,18,16
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.SpannedCopy,51,0,6
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.StartActivity,53,0,4
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.TrieStack,360,0,3
2a72bba7ce93bf81548a9c05b06a13c96101544b,uk.co.busydoingnothing.prevo.TrieCacheEntry,86,0,5
127c5b3ab3b3019e0895e4ce83d16480e9a66a45,uk.co.busydoingnothing.prevo.ArticleActivity,739,343,37
127c5b3ab3b3019e0895e4ce83d16480e9a66a45,uk.co.busydoingnothing.prevo.BinaryReader,134,18,2
