Project Name,Package Name,Architecture Smell,Cause of the Smell
Simple-C25K,nl.ttys0.simplec25k,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [R; MyAlarmService; MyPreferenceActivity; ProgramService; MyReceiver; Simplec25kMainActivity; IconicAdapter; TimerActivity; WorkoutFileEditor; id; CountdownChronometer; MyPhoneStateListener; ServiceReceiver]; [array]; [attr]; [drawable]; [layout]; [raw]; [string]; [xml]; [MyReceiver]; [MyReceiver]. LCC (Lack of Component Cohesion) = 0.45
