Project Name,Package Name,Architecture Smell,Cause of the Smell
arxiv-mobile,com.commonsware.android.arXiv,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [arXiv; myCustomAdapter; ViewHolder; arXivDB; Feed; History; HistoryWindow; RSSListWindow; myCustomAdapter; SearchListWindow; myCustomAdapter; SingleItemWindow; SubarXiv; XMLHandlerCreator; XMLHandlerRSS; XMLHandlerSearch; ArxivAppWidgetProvider]; [EditPreferences]; [PrintDialogActivity; PrintDialogJavaScriptInterface; PrintDialogWebClient]; [ViewHolder]; [ViewHolder]; [SearchWindow]. LCC (Lack of Component Cohesion) = 0.25
