Project Name,Package Name,Architecture Smell,Cause of the Smell
privacy-friendly-ruler,org.secuso.privacyfriendlyruler.activities,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AboutActivity]; [BaseActivity; HelpActivity; RulerActivity; SettingsActivity; GeneralPreferenceFragment; WelcomeDialog; CalibrationActivity]; [SplashActivity]. LCC (Lack of Component Cohesion) = 0.33
