Project Name,Package Name,Architecture Smell,Cause of the Smell
vanilla-music-lyrics-search,com.kanedias.vanilla.lyrics,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GeniusApiEngine; LyricsEngine; LyricsShowActivity; LyricsFetcher; SelectWriteAction; LyricWikiEngine]; [PluginQueryBroadcastReceiver]. LCC (Lack of Component Cohesion) = 0.29
