Project Name,Package Name,Architecture Smell,Cause of the Smell
footguy,com.iazasoft.footguy,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Footguy]; [UpdateService]; [FootHelp]; [Prefs]; [ScreenBroadcastReceiver; ScreenListenerService]; [TapService]. LCC (Lack of Component Cohesion) = 0.86
